Product;Th227  Thermal (0.0253 eV);Th227  Thermal (0.0253 eV);Th229  Thermal (0.0253 eV);Th229  Thermal (0.0253 eV);Th232  Fast (500 keV);Th232  Fast (500 keV);Pa231  Fast (500 keV);Pa231  Fast (500 keV);U232  Thermal (0.0253 eV);U232  Thermal (0.0253 eV);U233  Thermal (0.0253 eV);U233  Thermal (0.0253 eV);U234  Fast (500 keV);U234  Fast (500 keV);U235  Thermal (0.0253 eV);U235  Thermal (0.0253 eV);U236  Fast (500 keV);U236  Fast (500 keV);U237  Fast (500 keV);U237  Fast (500 keV);U238  Fast (500 keV);U238  Fast (500 keV);Np237  Fast (500 keV);Np237  Fast (500 keV);Np238  Fast (500 keV);Np238  Fast (500 keV);Pu238  Fast (500 keV);Pu238  Fast (500 keV);Pu239  Thermal (0.0253 eV);Pu239  Thermal (0.0253 eV);Pu240  Thermal (0.0253 eV);Pu240  Thermal (0.0253 eV);Pu241  Thermal (0.0253 eV);Pu241  Thermal (0.0253 eV);Pu242  Thermal (0.0253 eV);Pu242  Thermal (0.0253 eV);Am241  Thermal (0.0253 eV);Am241  Thermal (0.0253 eV);Am242m  Thermal (0.0253 eV);Am242m  Thermal (0.0253 eV);Am243  Fast (500 keV);Am243  Fast (500 keV);Cm242  Fast (500 keV);Cm242  Fast (500 keV);Cm243  Thermal (0.0253 eV);Cm243  Thermal (0.0253 eV);Cm244  Fast (500 keV);Cm244  Fast (500 keV);Cm245  Thermal (0.0253 eV);Cm245  Thermal (0.0253 eV);Cm246  Fast (500 keV);Cm246  Fast (500 keV);Cm248  Fast (500 keV);Cm248  Fast (500 keV);Cf249  Thermal (0.0253 eV);Cf249  Thermal (0.0253 eV);Cf251  Thermal (0.0253 eV);Cf251  Thermal (0.0253 eV);Fm255  Thermal (0.0253 eV);Fm255  Thermal (0.0253 eV)
Product;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error
Fe74;0.0;0.0;0.0;0.0;4.80985E-13;3.0783E-13;4.76E-14;3.0464E-14;4.71066E-14;3.01482E-14;0.0;0.0;1.49E-14;9.53601E-15;0.0;0.0;8.97045E-14;5.74109E-14;1.27001E-13;8.12809E-14;4.42986E-13;2.83511E-13;1.62E-14;1.0368E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.76E-14;1.1264E-14;0.0;0.0;1.21E-14;7.74401E-15;0.0;0.0;0.0;0.0;4.39E-14;2.8096E-14;1.31E-13;8.384E-14;0.0;0.0;3.83097E-14;2.45182E-14;0.0;0.0
Fe75;;;7.18509E-17;4.59846E-17;5.08567E-15;3.25483E-15;2.13964E-15;1.36937E-15;;;6.97914E-16;4.46665E-16;1.17423E-15;7.51509E-16;1.00027E-16;6.40174E-17;2.14001E-15;1.36961E-15;3.30865E-15;2.11753E-15;7.06494E-15;4.52156E-15;1.27454E-15;8.15709E-16;1.2464E-16;7.97698E-17;4.99074E-16;3.19407E-16;;;1.74803E-16;1.11874E-16;5.46253E-18;3.49602E-18;2.57311E-16;1.64679E-16;6.45772E-18;4.13294E-18;4.33713E-16;2.77576E-16;2.29545E-15;1.46909E-15;;;2.34621E-15;1.50157E-15;;;4.73815E-16;3.03242E-16;2.68826E-15;1.72049E-15;5.60622E-15;3.58798E-15;;;3.4274E-15;2.19353E-15;;
Fe76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Fe77;;;;;6.45139E-17;4.12889E-17;;;;;;;;;;;;;;;3.1292E-16;2.00269E-16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Co66;3.23E-10;2.0672E-10;7.39004E-11;4.72962E-11;3.21993E-9;2.06075E-9;6.13E-7;3.9232E-7;3.38447E-5;2.16606E-5;1.13997E-9;7.29582E-10;1.87E-8;1.1968E-8;2.8098E-10;1.79827E-10;3.25016E-9;2.0801E-9;1.54002E-9;9.85611E-10;1.25001E-8;8.00005E-9;1.1E-9;7.04E-10;7.83E-10;5.0112E-10;6.26E-9;4.0064E-9;1.14999E-9;7.35991E-10;8.15E-10;5.216E-10;9.90999E-10;6.3424E-10;2.18E-10;1.3952E-10;8.53002E-10;5.45921E-10;5.95E-8;3.808E-8;2.94E-9;1.8816E-9;5.16E-9;3.3024E-9;1.92E-8;1.2288E-8;4.14E-8;2.6496E-8;5.88001E-9;3.76321E-9;2.38E-8;1.5232E-8;1.05E-8;6.72E-9;9.27819E-10;5.93804E-10;5.59141E-7;3.5785E-7;9.83002E-7;6.29121E-7
Co67;8.12001E-10;5.1968E-10;2.68001E-10;1.71521E-10;2.10995E-8;1.35037E-8;1.04E-6;6.656E-7;3.5755E-5;2.28832E-5;5.26987E-9;3.37272E-9;4.65E-8;2.976E-8;1.99986E-9;1.27991E-9;1.16006E-8;7.42437E-9;7.70009E-9;4.92806E-9;1.18001E-7;7.55205E-8;2.25E-9;1.44E-9;3.54E-9;2.2656E-9;1.01E-8;6.464E-9;1.85998E-9;1.19039E-9;1.65E-9;1.056E-9;2.33E-9;1.4912E-9;5.83E-10;3.7312E-10;1.26E-9;8.06402E-10;1.06E-7;6.784E-8;4.97E-9;3.1808E-9;1.06E-8;6.784E-9;4.04E-8;2.5856E-8;5.84E-8;3.7376E-8;1.13E-8;7.23201E-9;4.27E-8;2.7328E-8;2.22E-8;1.4208E-8;1.04979E-9;6.71869E-10;7.72195E-7;4.94205E-7;8.96002E-7;5.73441E-7
Co68;8.95001E-10;5.728E-10;4.31002E-10;2.75841E-10;8.13982E-8;5.20948E-8;1.33E-6;8.512E-7;2.32432E-5;1.48757E-5;7.69981E-9;4.92788E-9;7.03001E-8;4.4992E-8;2.46983E-9;1.58069E-9;1.71009E-8;1.09445E-8;9.1601E-9;5.86247E-9;1.61001E-7;1.03041E-7;8.21E-9;5.2544E-9;1.07E-8;6.848E-9;1.69E-8;1.0816E-8;3.07996E-9;1.97118E-9;2.95E-9;1.888E-9;3.6E-9;2.304E-9;1.05E-9;6.72E-10;1.61E-9;1.0304E-9;9.89E-8;6.3296E-8;8.41E-9;5.3824E-9;6.61E-9;4.2304E-9;5.65E-8;3.616E-8;6.11E-8;3.9104E-8;1.41E-8;9.02402E-9;5.67E-8;3.6288E-8;3.55E-8;2.272E-8;2.09959E-9;1.34374E-9;6.83172E-7;4.3723E-7;5.29001E-7;3.38561E-7
Co69;1.24E-9;7.93601E-10;1.16001E-9;7.42404E-10;1.48997E-7;9.53578E-8;1.2E-6;7.68E-7;1.34919E-5;8.63481E-6;1.13997E-8;7.29582E-9;8.43001E-8;5.3952E-8;3.24977E-9;2.07985E-9;2.38012E-8;1.52328E-8;1.88002E-8;1.20321E-8;1.59001E-7;1.01761E-7;1.53E-10;9.792E-11;1.62E-8;1.0368E-8;2.77E-8;1.7728E-8;4.65994E-9;2.98236E-9;4.74E-9;3.0336E-9;3.59E-9;2.2976E-9;1.41E-9;9.024E-10;1.3E-9;8.32002E-10;8.58E-8;5.4912E-8;9.48E-9;6.0672E-9;3.57E-9;2.2848E-9;5.36E-8;3.4304E-8;4.83E-8;3.0912E-8;1.72E-8;1.1008E-8;5.93E-8;3.7952E-8;4.11E-8;2.6304E-8;1.5497E-9;9.91806E-10;4.97125E-7;3.1816E-7;2.2E-7;1.408E-7
Co70;4.09E-10;2.6176E-10;8.12004E-10;5.19683E-10;1.32997E-7;8.51181E-8;6.54E-7;4.1856E-7;4.18058E-6;2.67557E-6;1.11997E-8;7.16782E-9;7.45001E-8;4.768E-8;2.08985E-9;1.33751E-9;1.73009E-8;1.10726E-8;1.36002E-8;8.7041E-9;9.81006E-8;6.27844E-8;1.9E-8;1.216E-8;1.18E-8;7.552E-9;2.78E-8;1.7792E-8;3.60996E-9;2.31037E-9;4.63E-9;2.9632E-9;3.71E-9;2.3744E-9;1.9E-9;1.216E-9;1.19E-9;7.61602E-10;4.24E-8;2.7136E-8;1.07E-8;6.848E-9;2.21E-9;1.4144E-9;2.82E-8;1.8048E-8;2.69E-8;1.7216E-8;1.35E-8;8.64001E-9;4.16E-8;2.6624E-8;3.64E-8;2.3296E-8;1.68967E-9;1.08139E-9;2.23056E-7;1.42756E-7;6.22001E-8;3.98081E-8
Co71;1.71E-10;1.0944E-10;1.24001E-9;7.93604E-10;1.28997E-7;8.25581E-8;2.49E-7;1.5936E-7;1.09015E-6;6.97697E-7;1.25997E-8;8.0638E-9;4.66E-8;2.9824E-8;1.4799E-9;9.47133E-10;1.37007E-8;8.76844E-9;1.15001E-8;7.36008E-9;4.36003E-8;2.79042E-8;1.15E-8;7.36E-9;6.61E-9;4.2304E-9;1.63E-8;1.0432E-8;1.28998E-9;8.2559E-10;2.03E-9;1.2992E-9;2.48E-9;1.5872E-9;8.87E-10;5.6768E-10;2.99001E-10;1.9136E-10;1.68E-8;1.0752E-8;4.13E-9;2.6432E-9;6.48E-10;4.1472E-10;1.19E-8;7.61601E-9;1.06E-8;6.784E-9;6.97001E-9;4.46081E-9;1.99E-8;1.2736E-8;2.23E-8;1.4272E-8;6.30877E-10;4.03761E-10;6.52165E-8;4.17385E-8;1.11E-8;7.10401E-9
Co72;2.9E-11;1.856E-11;5.62003E-10;3.59682E-10;6.86984E-8;4.3967E-8;5.8E-8;3.712E-8;1.21017E-7;7.74508E-8;3.51991E-9;2.25274E-9;6.67E-9;4.2688E-9;5.79959E-10;3.71174E-10;7.48037E-9;4.78744E-9;3.67004E-9;2.34883E-9;1.28001E-8;8.19205E-9;4.46E-9;2.8544E-9;3.04E-9;1.9456E-9;4.82E-9;3.0848E-9;4.12995E-10;2.64317E-10;9.28E-10;5.9392E-10;1.29E-10;8.25599E-11;5.72E-10;3.6608E-10;4.81001E-11;3.07841E-11;5.55E-9;3.552E-9;1.42E-9;9.088E-10;1.89E-10;1.2096E-10;3.41E-9;2.1824E-9;2.75E-9;1.76E-9;1.83E-9;1.1712E-9;7.01E-9;4.4864E-9;9.9E-9;6.336E-9;1.31974E-10;8.44635E-11;1.47037E-8;9.41038E-9;1.23E-9;7.87202E-10
Co73;2.19E-12;1.4016E-12;1.74001E-10;1.11361E-10;1.56996E-8;1.00478E-8;9.67E-9;6.1888E-9;1.25017E-8;8.00112E-9;8.94978E-10;5.72786E-10;1.03E-9;6.592E-10;2.20984E-10;1.4143E-10;2.92015E-9;1.86889E-9;2.94003E-9;1.88162E-9;7.85005E-9;5.02403E-9;1.15E-9;7.36E-10;4.44E-10;2.8416E-10;4.92E-10;3.1488E-10;6.79992E-11;4.35195E-11;2.18E-10;1.3952E-10;2.19E-11;1.4016E-11;2.26E-10;1.4464E-10;1.38E-11;8.83202E-12;9.58E-10;6.1312E-10;4.03E-10;2.5792E-10;4.74E-11;3.0336E-11;5.88E-10;3.7632E-10;4.83E-10;3.0912E-10;3.73001E-10;2.3872E-10;1.66E-9;1.0624E-9;2.61E-9;1.6704E-9;3.19937E-11;2.0476E-11;2.49063E-9;1.594E-9;8.45002E-11;5.40801E-11
Co74;7.12001E-14;4.5568E-14;1.68001E-11;1.07521E-11;2.38995E-9;1.52957E-9;9.63E-10;6.1632E-10;6.04084E-10;3.86614E-10;8.43979E-11;5.40146E-11;1.58E-10;1.0112E-10;2.99979E-11;1.91986E-11;6.32032E-10;4.045E-10;6.56007E-10;4.19845E-10;1.07001E-9;6.84804E-10;1.43E-10;9.152E-11;4.95E-11;3.168E-11;6.98E-11;4.4672E-11;7.25991E-12;4.64634E-12;2.18E-11;1.3952E-11;1.67E-12;1.0688E-12;4.02E-11;2.5728E-11;1.42E-12;9.08802E-13;9.7E-11;6.208E-11;8.16E-11;5.2224E-11;5.37E-12;3.4368E-12;9.30001E-11;5.952E-11;5.52E-11;3.5328E-11;5.09001E-11;3.25761E-11;2.45E-10;1.568E-10;4.84E-10;3.0976E-10;4.86905E-12;3.11619E-12;2.3706E-10;1.51718E-10;3.91001E-12;2.50241E-12
Co75;0.0;0.0;2.12994E-12;1.36316E-12;3.17988E-10;2.03512E-10;5.53979E-11;3.54546E-11;2.75038E-11;1.76025E-11;1.0899E-11;6.97538E-12;1.87988E-11;1.20313E-11;3.80963E-12;2.43816E-12;7.15014E-11;4.57609E-11;1.05998E-10;6.78387E-11;1.35994E-10;8.7036E-11;1.27987E-11;8.19118E-12;6.38988E-12;4.08952E-12;5.9395E-12;3.80128E-12;5.49993E-13;3.51996E-13;2.72983E-12;1.74709E-12;1.54994E-13;9.91964E-14;5.64974E-12;3.61584E-12;1.15994E-13;7.4236E-14;5.88957E-12;3.76932E-12;1.12977E-11;7.23053E-12;4.94E-13;3.1616E-13;1.04977E-11;6.7185E-12;3.99E-12;2.5536E-12;4.30953E-12;2.7581E-12;2.35973E-11;1.51023E-11;5.67944E-11;3.63484E-11;5.26897E-13;3.37214E-13;1.7401E-11;1.11366E-11;9.98002E-14;6.38721E-14
Co76;0.0;0.0;1.02001E-13;6.52803E-14;2.07995E-11;1.33117E-11;1.76E-12;1.1264E-12;4.97069E-13;3.18124E-13;4.0199E-13;2.57274E-13;6.74E-13;4.3136E-13;2.52982E-13;1.61909E-13;4.12021E-12;2.63693E-12;6.84008E-12;4.37765E-12;1.08001E-11;6.91204E-12;1.71E-12;1.0944E-12;2.01E-13;1.2864E-13;4.17E-13;2.6688E-13;2.14997E-14;1.37598E-14;1.22E-13;7.808E-14;1.03E-14;6.59199E-15;3.4E-13;2.176E-13;0.0;0.0;2.77E-13;1.7728E-13;7.93E-13;5.0752E-13;1.83E-14;1.1712E-14;6.15E-13;3.936E-13;2.21E-13;1.4144E-13;3.30001E-13;2.112E-13;1.53E-12;9.792E-13;4.55E-12;2.912E-12;3.5593E-14;2.27795E-14;7.72195E-13;4.94205E-13;0.0;0.0
Co77;5.35121E-18;3.42477E-18;1.15812E-14;7.41199E-15;4.03381E-12;2.58164E-12;4.67322E-14;2.99086E-14;;;1.47826E-14;9.46087E-15;2.37585E-14;1.52054E-14;6.52643E-15;4.17691E-15;1.22115E-13;7.81538E-14;1.03982E-13;6.65483E-14;6.02343E-12;3.85499E-12;3.38792E-14;2.16827E-14;2.79146E-15;1.78654E-15;3.02222E-14;1.93422E-14;1.65807E-15;1.06116E-15;6.05151E-15;3.87297E-15;3.79833E-16;2.43093E-16;2.14934E-14;1.37558E-14;6.17291E-16;3.95066E-16;8.39832E-15;5.37492E-15;4.14781E-14;2.6546E-14;;;3.34894E-14;2.14332E-14;1.39093E-14;8.90196E-15;1.66282E-14;1.0642E-14;6.84595E-14;4.38141E-14;8.85922E-14;5.6699E-14;;;2.01248E-14;1.28799E-14;4.86009E-17;3.11046E-17
Co78;;;1.07342E-15;6.86991E-16;1.49125E-14;9.54397E-15;;;;;6.20611E-16;3.97191E-16;;;4.27929E-16;2.73875E-16;5.20786E-15;3.33303E-15;8.38063E-15;5.3636E-15;5.91763E-14;3.78728E-14;2.22578E-15;1.4245E-15;1.02887E-16;6.58478E-17;1.45646E-15;9.32134E-16;;;4.20084E-16;2.68854E-16;5.94521E-17;3.80493E-17;2.15698E-15;1.38047E-15;;;;;3.44064E-15;2.20201E-15;;;;;;;1.11144E-15;7.1132E-16;5.46765E-15;3.4993E-15;7.61661E-15;4.87463E-15;;;8.96251E-16;5.73601E-16;;
Co79;;;;;1.84945E-15;1.18365E-15;;;;;;;;;;;;;1.3204E-15;8.45053E-16;1.39145E-14;8.9053E-15;;;;;;;;;;;;;3.2269E-16;2.06521E-16;;;;;;;;;;;;;;;;;2.60492E-15;1.66715E-15;;;;;;
Ni66;2.71E-10;1.7344E-10;4.80003E-11;3.07202E-11;1.61996E-10;1.03678E-10;1.24E-7;7.936E-8;2.18731E-5;1.39988E-5;5.32987E-10;3.41111E-10;7.06001E-9;4.5184E-9;5.77959E-11;3.69894E-11;5.31027E-10;3.39857E-10;1.80002E-10;1.15201E-10;8.07005E-10;5.16483E-10;1.9E-10;1.216E-10;9.62E-11;6.1568E-11;2.27E-9;1.4528E-9;6.77992E-10;4.33915E-10;2.36E-10;1.5104E-10;3.85E-10;2.464E-10;3.06E-11;1.9584E-11;2.82001E-10;1.8048E-10;1.51E-8;9.664E-9;7.36E-10;4.7104E-10;3.57E-9;2.2848E-9;7.93001E-9;5.0752E-9;1.87E-8;1.1968E-8;1.64E-9;1.0496E-9;5.23E-9;3.3472E-9;1.28E-9;8.192E-10;1.70967E-9;1.09419E-9;1.44036E-7;9.21833E-8;4.19001E-7;2.68161E-7
Ni67;1.21E-9;7.74401E-10;3.02002E-10;1.93281E-10;2.81994E-9;1.80476E-9;5.56E-7;3.5584E-7;4.63965E-5;2.96937E-5;4.73988E-9;3.03352E-9;3.58E-8;2.2912E-8;9.03936E-10;5.78519E-10;4.28021E-9;2.73934E-9;2.06002E-9;1.31841E-9;1.95001E-8;1.24801E-8;9.95E-10;6.368E-10;1.27E-9;8.128E-10;8.04E-9;5.1456E-9;2.28997E-9;1.46558E-9;1.07E-9;6.848E-10;2.36E-9;1.5104E-9;1.94E-10;1.2416E-10;1.07E-9;6.84802E-10;6.83E-8;4.3712E-8;2.93E-9;1.8752E-9;1.59E-8;1.0176E-8;3.69E-8;2.3616E-8;5.98E-8;3.8272E-8;7.24001E-9;4.63361E-9;2.29E-8;1.4656E-8;6.72E-9;4.3008E-9;2.73946E-9;1.75326E-9;4.7512E-7;3.04077E-7;1.02E-6;6.52801E-7
Ni68;7.02001E-9;4.4928E-9;2.11001E-9;1.35041E-9;3.67992E-8;2.35515E-8;1.85E-6;1.184E-6;9.16628E-5;5.86642E-5;2.42994E-8;1.55516E-8;1.8E-7;1.152E-7;4.1897E-9;2.68141E-9;2.0801E-8;1.33127E-8;8.3901E-9;5.36966E-9;7.42005E-8;4.74883E-8;9.09E-9;5.8176E-9;1.09E-8;6.976E-9;3.94E-8;2.5216E-8;1.12999E-8;7.231909E-9;5.79E-9;3.7056E-9;9.18999E-9;5.8816E-9;1.03E-9;6.592E-10;3.50001E-9;2.24E-9;1.61E-7;1.0304E-7;1.13E-8;7.232E-9;2.41E-8;1.5424E-8;1.29E-7;8.25601E-8;1.54E-7;9.856E-8;2.4E-8;1.536E-8;7.11E-8;4.5504E-8;2.66E-8;1.7024E-8;1.65968E-8;1.06219E-8;9.95251E-7;6.36961E-7;1.61E-6;1.0304E-6
Ni69;1.83E-8;1.1712E-8;9.54005E-9;6.10563E-9;1.61996E-7;1.03678E-7;4.38E-6;2.8032E-6;1.11746E-4;7.15172E-5;6.73983E-8;4.31349E-8;4.38E-7;2.8032E-7;1.11992E-8;7.16749E-9;6.22031E-8;3.981E-8;3.69004E-8;2.36163E-8;1.74001E-7;1.11361E-7;4.25E-10;2.72E-10;4.5E-8;2.88E-8;1.38E-7;8.832E-8;3.66995E-8;2.34877E-8;2.05E-8;1.312E-8;2.43E-8;1.5552E-8;3.14E-9;2.0096E-9;7.54002E-9;4.82561E-9;3.55E-7;2.272E-7;2.98E-8;1.9072E-8;2.91E-8;1.8624E-8;2.81E-7;1.7984E-7;2.81E-7;1.7984E-7;6.66001E-8;4.26241E-8;1.79E-7;1.1456E-7;7.41E-8;4.7424E-8;1.78965E-8;1.14538E-8;1.69043E-6;1.08187E-6;1.86E-6;1.1904E-6
Ni70;3.57E-8;2.2848E-8;3.12002E-8;1.99681E-8;4.65989E-7;2.98233E-7;6.66E-6;4.2624E-6;1.14156E-4;7.30598E-5;2.42994E-7;1.55516E-7;1.35E-6;8.64001E-7;2.7798E-8;1.77907E-8;1.54008E-7;9.85649E-8;9.0501E-8;5.79207E-8;2.92002E-7;1.86881E-7;1.36E-7;8.704E-8;9.64E-8;6.1696E-8;4.23E-7;2.7072E-7;9.269889E-8;5.93273E-8;6.36E-8;4.0704E-8;6.94999E-8;4.448E-8;1.26E-8;8.064E-9;1.88E-8;1.2032E-8;4.63E-7;2.9632E-7;8.04E-8;5.1456E-8;4.47E-8;2.8608E-8;3.85E-7;2.464E-7;4.02E-7;2.5728E-7;1.43E-7;9.15202E-8;3.1E-7;1.984E-7;1.6E-7;1.024E-7;6.02882E-8;3.85845E-8;1.86047E-6;1.1907E-6;1.53E-6;9.79202E-7
Ni71;3.28E-8;2.0992E-8;9.03005E-8;5.77923E-8;1.10997E-6;7.10384E-7;7.27E-6;4.6528E-6;6.60392E-5;4.22651E-5;5.69986E-7;3.64791E-7;1.86E-6;1.1904E-6;4.34969E-8;2.7838E-8;2.80014E-7;1.79209E-7;1.72002E-7;1.10081E-7;3.07002E-7;1.96481E-7;2.2E-7;1.408E-7;1.68E-7;1.0752E-7;5.85E-7;3.744E-7;7.489909E-8;4.79354E-8;6.66E-8;4.2624E-8;1.35E-7;8.63999E-8;1.41E-8;9.024E-9;1.35E-8;8.64002E-9;5.06E-7;3.2384E-7;7.67E-8;4.9088E-8;3.17E-8;2.0288E-8;3.88E-7;2.4832E-7;3.9E-7;2.496E-7;1.8E-7;1.152E-7;3.77E-7;2.4128E-7;2.51E-7;1.6064E-7;3.41933E-8;2.18837E-8;1.37035E-6;8.77021E-7;8.39002E-7;5.36961E-7
Ni72;3.94E-8;2.5216E-8;2.13001E-7;1.36321E-7;2.08995E-6;1.33757E-6;5.07E-6;3.2448E-6;2.68137E-5;1.71608E-5;6.46984E-7;4.1407E-7;1.02E-6;6.528E-7;7.59946E-8;4.86366E-8;5.80029E-7;3.71219E-7;2.06002E-7;1.31841E-7;2.69002E-7;1.72161E-7;2.38E-7;1.5232E-7;2.56E-7;1.6384E-7;5.76E-7;3.6864E-7;8.499899E-8;5.43993E-8;1.03E-7;6.592E-8;2.15E-8;1.376E-8;3.04E-8;1.9456E-8;6.46001E-9;4.13441E-9;4.78E-7;3.0592E-7;6.72E-8;4.3008E-8;2.43E-8;1.5552E-8;3.16E-7;2.0224E-7;2.79E-7;1.7856E-7;1.41E-7;9.02402E-8;3.52E-7;2.2528E-7;2.91E-7;1.8624E-7;2.32954E-8;1.49091E-8;8.09204E-7;5.17891E-7;2.98001E-7;1.9072E-7
Ni73;7.05001E-9;4.512E-9;1.43001E-7;9.15205E-8;1.33997E-6;8.57581E-7;2.63E-6;1.6832E-6;6.69093E-6;4.2822E-6;3.70991E-7;2.37434E-7;3.79E-7;2.4256E-7;7.1295E-8;4.56288E-8;6.1003E-7;3.90419E-7;4.27005E-7;2.73283E-7;4.26003E-7;2.72642E-7;1.78E-7;1.1392E-7;1.3E-7;8.32E-8;1.45E-7;9.28E-8;3.48996E-8;2.23357E-8;6.27E-8;4.0128E-8;1.15E-8;7.35999E-9;3.06E-8;1.9584E-8;5.67001E-9;3.62881E-9;2.45E-7;1.568E-7;5.0E-8;3.2E-8;1.55E-8;9.92E-9;1.38E-7;8.83201E-8;1.28E-7;8.192E-8;7.50001E-8;4.80001E-8;2.21E-7;1.4144E-7;2.13E-7;1.3632E-7;8.82827E-9;5.65009E-9;3.61091E-7;2.31098E-7;6.81001E-8;4.35841E-8
Ni74;1.74E-9;1.1136E-9;8.07004E-8;5.16483E-8;8.02982E-7;5.13908E-7;8.39E-7;5.3696E-7;1.21017E-6;7.74508E-7;1.50996E-7;9.66376E-8;2.45E-7;1.568E-7;4.57968E-8;2.93099E-8;5.46027E-7;3.49457E-7;3.79004E-7;2.42563E-7;1.90001E-7;1.21601E-7;6.57E-8;4.2048E-8;5.09E-8;3.2576E-8;7.28E-8;4.6592E-8;1.34998E-8;8.639889E-9;2.32E-8;1.4848E-8;2.83E-9;1.8112E-9;1.98E-8;1.2672E-8;1.83E-9;1.1712E-9;7.54E-8;4.8256E-8;2.64E-8;1.6896E-8;4.77E-9;3.0528E-9;6.37E-8;4.0768E-8;4.19E-8;2.6816E-8;3.22001E-8;2.0608E-8;9.12E-8;5.8368E-8;1.1E-7;7.04E-8;4.38914E-9;2.80905E-9;9.47239E-8;6.06233E-8;1.07E-8;6.84801E-9
Ni75;2.39E-10;1.5296E-10;2.35001E-8;1.50401E-8;3.25993E-7;2.08635E-7;1.63E-7;1.0432E-7;1.38019E-7;8.83323E-8;4.60988E-8;2.95033E-8;7.33001E-8;4.6912E-8;1.52989E-8;9.79131E-9;1.72009E-7;1.10085E-7;1.71002E-7;1.09441E-7;6.65004E-8;4.25603E-8;1.79E-8;1.1456E-8;2.43E-8;1.5552E-8;1.6E-8;1.024E-8;2.63997E-9;1.68958E-9;7.96E-9;5.0944E-9;8.63999E-10;5.5296E-10;7.55E-9;4.832E-9;4.79001E-10;3.06561E-10;1.42E-8;9.088E-9;9.99E-9;6.3936E-9;1.12E-9;7.168E-10;1.89E-8;1.2096E-8;8.41E-9;5.3824E-9;7.24001E-9;4.63361E-9;2.51E-8;1.6064E-8;3.8E-8;2.432E-8;7.74848E-10;4.95903E-10;1.95049E-8;1.24832E-8;9.39002E-10;6.00961E-10
Ni76;2.67E-11;1.7088E-11;6.67003E-9;4.26882E-9;9.26979E-8;5.93267E-8;1.82E-8;1.1648E-8;9.85137E-9;6.30488E-9;7.37981E-9;4.72308E-9;1.18E-8;7.55201E-9;5.01965E-9;3.21257E-9;4.29021E-8;2.74574E-8;4.62005E-8;2.95683E-8;1.76001E-8;1.12641E-8;7.37E-9;4.7168E-9;2.89E-9;1.8496E-9;4.22E-9;2.7008E-9;3.93995E-10;2.52157E-10;1.37E-9;8.768E-10;1.92E-10;1.2288E-10;1.73E-9;1.1072E-9;5.59001E-11;3.57761E-11;2.1E-9;1.344E-9;1.93E-9;1.2352E-9;1.18E-10;7.552E-11;3.3E-9;2.112E-9;1.34E-9;8.576E-10;1.8E-9;1.152E-9;4.71E-9;3.0144E-9;8.83E-9;5.6512E-9;1.73966E-10;1.11338E-10;2.46062E-9;1.5748E-9;5.78001E-11;3.69921E-11
Ni77;1.3E-12;8.31997E-13;7.40992E-10;4.74235E-10;1.12957E-8;7.22926E-9;1.20995E-9;7.7437E-10;3.74052E-10;2.39393E-10;5.12972E-10;3.28302E-10;8.62977E-10;5.52305E-10;5.63954E-10;3.6093E-10;4.08008E-9;2.61125E-9;7.18998E-9;4.60159E-9;6.69402E-9;4.28417E-9;7.55966E-10;4.83818E-10;3.17997E-10;2.03518E-10;5.3297E-10;3.41101E-10;3.44979E-11;2.20787E-11;2.09994E-10;1.34396E-10;1.60996E-11;1.03037E-11;7.04979E-10;4.51186E-10;1.40994E-11;9.02363E-12;1.68992E-10;1.08155E-10;3.04959E-10;1.95173E-10;2.07E-11;1.3248E-11;3.39967E-10;2.17579E-10;1.11986E-10;7.16711E-11;2.44984E-10;1.5679E-10;6.00932E-10;3.84596E-10;1.32991E-9;8.51143E-10;2.38953E-11;1.5293E-11;2.27037E-10;1.45304E-10;2.12996E-12;1.36317E-12
